nmr_gene_name,human_gene_acc,orthology_type,perc_id,human_gene_name,chromosome,biotype,description,species
ENTPD3,ENSG00000168032,ortholog_one2one,73.3459,ENTPD3,3,protein_coding,ectonucleoside triphosphate diphosphohydrolase 3 [Source:HGNC Symbol;Acc:HGNC:3365],human
ST3GAL4,ENSG00000110080,ortholog_one2one,90.6907,ST3GAL4,11,protein_coding,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]",human
NDUFA6,ENSG00000184983,ortholog_one2one,85.9375,NDUFA6,22,protein_coding,NADH:ubiquinone oxidoreductase subunit A6 [Source:HGNC Symbol;Acc:HGNC:7690],human
FGF6,ENSG00000111241,ortholog_one2one,85.0962,FGF6,12,protein_coding,fibroblast growth factor 6 [Source:HGNC Symbol;Acc:HGNC:3684],human
FAM109B,ENSG00000177096,ortholog_one2one,81.0811,PHETA2,22,protein_coding,PH domain containing endocytic trafficking adaptor 2 [Source:HGNC Symbol;Acc:HGNC:27161],human
SOX5,ENSG00000134532,ortholog_one2one,99.2136,SOX5,12,protein_coding,SRY-box transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:11201],human
FERRY3,ENSG00000047621,ortholog_one2one,92.7536,FERRY3,12,protein_coding,FERRY endosomal RAB5 effector complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:1184],human
GRAMD1B,ENSG00000023171,ortholog_one2one,93.5006,GRAMD1B,11,protein_coding,GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214],human
CLVS2,ENSG00000146352,ortholog_one2one,97.5535,CLVS2,6,protein_coding,clavesin 2 [Source:HGNC Symbol;Acc:HGNC:23046],human
NAGA,ENSG00000198951,ortholog_one2one,76.1557,NAGA,22,protein_coding,alpha-N-acetylgalactosaminidase [Source:HGNC Symbol;Acc:HGNC:7631],human
WBP2NL,ENSG00000183066,ortholog_one2one,61.8123,WBP2NL,22,protein_coding,WBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:28389],human
TRDN,ENSG00000186439,ortholog_one2one,77.5034,TRDN,6,protein_coding,triadin [Source:HGNC Symbol;Acc:HGNC:12261],human
LAG3,ENSG00000089692,ortholog_one2one,75.8095,LAG3,12,protein_coding,lymphocyte activating 3 [Source:HGNC Symbol;Acc:HGNC:6476],human
STYK1,ENSG00000060140,ortholog_one2one,77.0142,STYK1,12,protein_coding,serine/threonine/tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:18889],human
AEBP2,ENSG00000139154,ortholog_one2one,96.0239,AEBP2,12,protein_coding,AE binding protein 2 [Source:HGNC Symbol;Acc:HGNC:24051],human
HSF2,ENSG00000025156,ortholog_one2one,94.403,HSF2,6,protein_coding,heat shock transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:5225],human
RBMS3,ENSG00000144642,ortholog_one2one,90.1602,RBMS3,3,protein_coding,RNA binding motif single stranded interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:13427],human
TAPBPL,ENSG00000139192,ortholog_one2one,64.9573,TAPBPL,12,protein_coding,TAP binding protein like [Source:HGNC Symbol;Acc:HGNC:30683],human
SMIM45,ENSG00000205704,ortholog_one2one,98.5294,SMIM45,22,protein_coding,small integral membrane protein 45 [Source:HGNC Symbol;Acc:HGNC:27930],human
DGKQ,ENSG00000145214,ortholog_one2one,60.4034,DGKQ,4,protein_coding,diacylglycerol kinase theta [Source:HGNC Symbol;Acc:HGNC:2856],human
SERINC1,ENSG00000111897,ortholog_one2one,95.3642,SERINC1,6,protein_coding,serine incorporator 1 [Source:HGNC Symbol;Acc:HGNC:13464],human
LTBR,ENSG00000111321,ortholog_one2one,62.2989,LTBR,12,protein_coding,lymphotoxin beta receptor [Source:HGNC Symbol;Acc:HGNC:6718],human
MALRD1,ENSG00000204740,ortholog_one2one,76.8089,MALRD1,10,protein_coding,MAM and LDL receptor class A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24331],human
PLEKHA5,ENSG00000052126,ortholog_one2one,85.9594,PLEKHA5,12,protein_coding,pleckstrin homology domain containing A5 [Source:HGNC Symbol;Acc:HGNC:30036],human
CENPM,ENSG00000100162,ortholog_one2one,86.1111,CENPM,22,protein_coding,centromere protein M [Source:HGNC Symbol;Acc:HGNC:18352],human
SCNN1A,ENSG00000111319,ortholog_one2one,78.3259,SCNN1A,12,protein_coding,sodium channel epithelial 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:10599],human
TNFRSF13C,ENSG00000159958,ortholog_one2one,68.4783,TNFRSF13C,22,protein_coding,TNF receptor superfamily member 13C [Source:HGNC Symbol;Acc:HGNC:17755],human
FABP7,ENSG00000164434,ortholog_one2one,86.3636,FABP7,6,protein_coding,fatty acid binding protein 7 [Source:HGNC Symbol;Acc:HGNC:3562],human
SMPDL3A,ENSG00000172594,ortholog_one2one,75.4967,SMPDL3A,6,protein_coding,sphingomyelin phosphodiesterase acid like 3A [Source:HGNC Symbol;Acc:HGNC:17389],human
SCN3B,ENSG00000166257,ortholog_one2one,98.1395,SCN3B,11,protein_coding,sodium voltage-gated channel beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:20665],human
TMEM175,ENSG00000127419,ortholog_one2one,79.7619,TMEM175,4,protein_coding,transmembrane protein 175 [Source:HGNC Symbol;Acc:HGNC:28709],human
GRAP2,ENSG00000100351,ortholog_one2one,88.7879,GRAP2,22,protein_coding,GRB2 related adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:4563],human
NKAIN2,ENSG00000188580,ortholog_one2one,95.1923,NKAIN2,6,protein_coding,sodium/potassium transporting ATPase interacting 2 [Source:HGNC Symbol;Acc:HGNC:16443],human
ZNF202,ENSG00000166261,ortholog_one2one,86.7284,ZNF202,11,protein_coding,zinc finger protein 202 [Source:HGNC Symbol;Acc:HGNC:12994],human
XPNPEP3,ENSG00000196236,ortholog_one2one,87.3767,XPNPEP3,22,protein_coding,X-prolyl aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:28052],human
PLCZ1,ENSG00000139151,ortholog_one2one,82.2368,PLCZ1,12,protein_coding,phospholipase C zeta 1 [Source:HGNC Symbol;Acc:HGNC:19218],human
CLMP,ENSG00000166250,ortholog_one2one,90.0804,CLMP,11,protein_coding,CXADR like membrane protein [Source:HGNC Symbol;Acc:HGNC:24039],human
GAK,ENSG00000178950,ortholog_one2one,77.5744,GAK,4,protein_coding,cyclin G associated kinase [Source:HGNC Symbol;Acc:HGNC:4113],human
PIK3C2G,ENSG00000139144,ortholog_one2one,81.4939,PIK3C2G,12,protein_coding,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma [Source:HGNC Symbol;Acc:HGNC:8973],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
PLS3,ENSG00000102024,ortholog_one2one,98.7302,PLS3,X,protein_coding,plastin 3 [Source:HGNC Symbol;Acc:HGNC:9091],human
GJA1,ENSG00000152661,ortholog_one2one,96.0733,GJA1,6,protein_coding,gap junction protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:4274],human
TIRAP,ENSG00000150455,ortholog_one2one,78.2805,TIRAP,11,protein_coding,TIR domain containing adaptor protein [Source:HGNC Symbol;Acc:HGNC:17192],human
FOXRED1,ENSG00000110074,ortholog_one2one,78.3951,FOXRED1,11,protein_coding,FAD dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26927],human
ARL5B,ENSG00000165997,ortholog_one2one,98.324,ARL5B,10,protein_coding,ARF like GTPase 5B [Source:HGNC Symbol;Acc:HGNC:23052],human
CPLX1,ENSG00000168993,ortholog_one2one,92.5373,CPLX1,4,protein_coding,complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309],human
SLC25A17,ENSG00000100372,ortholog_one2one,95.114,SLC25A17,22,protein_coding,solute carrier family 25 member 17 [Source:HGNC Symbol;Acc:HGNC:10987],human
FAM118B,ENSG00000197798,ortholog_one2one,96.8661,FAM118B,11,protein_coding,family with sequence similarity 118 member B [Source:HGNC Symbol;Acc:HGNC:26110],human
HDDC2,ENSG00000217442,ortholog_one2one,82.9545,SYCE3,22,protein_coding,synaptonemal complex central element protein 3 [Source:HGNC Symbol;Acc:HGNC:35245],human
NSUN6,ENSG00000241058,ortholog_one2one,86.5672,NSUN6,10,protein_coding,NOP2/Sun RNA methyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23529],human
RPUSD4,ENSG00000165526,ortholog_one2one,68.9655,RPUSD4,11,protein_coding,RNA pseudouridine synthase D4 [Source:HGNC Symbol;Acc:HGNC:25898],human
HEY2,ENSG00000135547,ortholog_one2one,84.5697,HEY2,6,protein_coding,hes related family bHLH transcription factor with YRPW motif 2 [Source:HGNC Symbol;Acc:HGNC:4881],human
TNFRSF1A,ENSG00000067182,ortholog_one2one,64.1758,TNFRSF1A,12,protein_coding,TNF receptor superfamily member 1A [Source:HGNC Symbol;Acc:HGNC:11916],human
NFAM1,ENSG00000235568,ortholog_one2one,63.3333,NFAM1,22,protein_coding,NFAT activating protein with ITAM motif 1 [Source:HGNC Symbol;Acc:HGNC:29872],human
PLEKHG6,ENSG00000008323,ortholog_one2one,79.8734,PLEKHG6,12,protein_coding,pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562],human
FAM118A,ENSG00000100376,ortholog_one2one,75.9104,FAM118A,22,protein_coding,family with sequence similarity 118 member A [Source:HGNC Symbol;Acc:HGNC:1313],human
RERGL,ENSG00000111404,ortholog_one2one,88.7255,RERGL,12,protein_coding,RERG like [Source:HGNC Symbol;Acc:HGNC:26213],human
LONRF3,ENSG00000175556,ortholog_one2one,87.4835,LONRF3,X,protein_coding,LON peptidase N-terminal domain and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:21152],human
UPK3A,ENSG00000100373,ortholog_one2one,60.6272,UPK3A,22,protein_coding,uroplakin 3A [Source:HGNC Symbol;Acc:HGNC:12580],human
KIAA0930,ENSG00000100364,ortholog_one2one,97.5247,KIAA0930,22,protein_coding,KIAA0930 [Source:HGNC Symbol;Acc:HGNC:1314],human
TSPYL4,ENSG00000187189,ortholog_one2one,77.0531,TSPYL4,6,protein_coding,TSPY like 4 [Source:HGNC Symbol;Acc:HGNC:21559],human
FXYD2,ENSG00000137731,ortholog_one2one,78.7879,FXYD2,11,protein_coding,FXYD domain containing ion transport regulator 2 [Source:HGNC Symbol;Acc:HGNC:4026],human
SLCO1C1,ENSG00000139155,ortholog_one2one,88.6236,SLCO1C1,12,protein_coding,solute carrier organic anion transporter family member 1C1 [Source:HGNC Symbol;Acc:HGNC:13819],human
NUP50,ENSG00000093000,ortholog_one2one,81.4103,NUP50,22,protein_coding,nucleoporin 50 [Source:HGNC Symbol;Acc:HGNC:8065],human
PHF21B,ENSG00000056487,ortholog_one2one,79.2844,PHF21B,22,protein_coding,PHD finger protein 21B [Source:HGNC Symbol;Acc:HGNC:25161],human
GABRA3,ENSG00000011677,ortholog_one2one,94.3089,GABRA3,X,protein_coding,gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077],human
DSCAML1,ENSG00000177103,ortholog_one2one,98.5387,DSCAML1,11,protein_coding,DS cell adhesion molecule like 1 [Source:HGNC Symbol;Acc:HGNC:14656],human
ERP27,ENSG00000139055,ortholog_one2one,70.3297,ERP27,12,protein_coding,endoplasmic reticulum protein 27 [Source:HGNC Symbol;Acc:HGNC:26495],human
CACNB2,ENSG00000165995,ortholog_one2one,90.303,CACNB2,10,protein_coding,calcium voltage-gated channel auxiliary subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:1402],human
ALDH8A1,ENSG00000118514,ortholog_one2one,90.1437,ALDH8A1,6,protein_coding,aldehyde dehydrogenase 8 family member A1 [Source:HGNC Symbol;Acc:HGNC:15471],human
PDE3A,ENSG00000172572,ortholog_one2one,71.1656,PDE3A,12,protein_coding,phosphodiesterase 3A [Source:HGNC Symbol;Acc:HGNC:8778],human
ST8SIA1,ENSG00000111728,ortholog_one2one,94.9438,ST8SIA1,12,protein_coding,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]",human
ARHGAP8,ENSG00000241484,ortholog_one2one,78.291,ARHGAP8,22,protein_coding,Rho GTPase activating protein 8 [Source:HGNC Symbol;Acc:HGNC:677],human
CLEC16A,ENSG00000038532,ortholog_one2one,94.1121,CLEC16A,16,protein_coding,C-type lectin domain containing 16A [Source:HGNC Symbol;Acc:HGNC:29013],human
ZCWPW2,ENSG00000206559,ortholog_one2one,77.2472,ZCWPW2,3,protein_coding,zinc finger CW-type and PWWP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23574],human
KLHL13,ENSG00000003096,ortholog_one2one,97.1831,KLHL13,X,protein_coding,kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931],human
CMAS,ENSG00000111726,ortholog_one2one,97.235,CMAS,12,protein_coding,cytidine monophosphate N-acetylneuraminic acid synthetase [Source:HGNC Symbol;Acc:HGNC:18290],human
ABCC9,ENSG00000069431,ortholog_one2one,98.1278,ABCC9,12,protein_coding,ATP binding cassette subfamily C member 9 [Source:HGNC Symbol;Acc:HGNC:60],human
MGP,ENSG00000111341,ortholog_one2one,82.5243,MGP,12,protein_coding,matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060],human
PRR5,ENSG00000186654,ortholog_one2one,88.9175,PRR5,22,protein_coding,proline rich 5 [Source:HGNC Symbol;Acc:HGNC:31682],human
IL22RA2,ENSG00000164485,ortholog_one2one,60.4563,IL22RA2,6,protein_coding,interleukin 22 receptor subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:14901],human
TREH,ENSG00000118094,ortholog_one2one,65.6947,TREH,11,protein_coding,trehalase [Source:HGNC Symbol;Acc:HGNC:12266],human
ART4,ENSG00000111339,ortholog_one2one,64.9682,ART4,12,protein_coding,ADP-ribosyltransferase 4 (inactive) (Dombrock blood group) [Source:HGNC Symbol;Acc:HGNC:726],human
CERK,ENSG00000100422,ortholog_one2one,79.702,CERK,22,protein_coding,ceramide kinase [Source:HGNC Symbol;Acc:HGNC:19256],human
SMCO3,ENSG00000179256,ortholog_one2one,89.7778,SMCO3,12,protein_coding,single-pass membrane protein with coiled-coil domains 3 [Source:HGNC Symbol;Acc:HGNC:34401],human
DNAJC1,ENSG00000136770,ortholog_one2one,75.4513,DNAJC1,10,protein_coding,DnaJ heat shock protein family (Hsp40) member C1 [Source:HGNC Symbol;Acc:HGNC:20090],human
ELAVL4,ENSG00000162374,ortholog_one2one,98.9071,ELAVL4,1,protein_coding,ELAV like RNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3315],human
PHLDB1,ENSG00000019144,ortholog_one2one,94.4081,PHLDB1,11,protein_coding,pleckstrin homology like domain family B member 1 [Source:HGNC Symbol;Acc:HGNC:23697],human
RPL15,ENSG00000174748,ortholog_one2one,100.0,RPL15,3,protein_coding,ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:10306],human
MLLT10,ENSG00000078403,ortholog_one2one,89.2322,MLLT10,10,protein_coding,MLLT10 histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063],human
H2AFJ,ENSG00000246705,ortholog_one2one,97.6744,H2AJ,12,protein_coding,H2A.J histone [Source:HGNC Symbol;Acc:HGNC:14456],human
ETNK1,ENSG00000139163,ortholog_one2one,97.5207,ETNK1,12,protein_coding,ethanolamine kinase 1 [Source:HGNC Symbol;Acc:HGNC:24649],human
GUCY2C,ENSG00000070019,ortholog_one2one,84.1566,GUCY2C,12,protein_coding,guanylate cyclase 2C [Source:HGNC Symbol;Acc:HGNC:4688],human
C2CD5,ENSG00000111731,ortholog_one2one,98.0971,C2CD5,12,protein_coding,C2 calcium dependent domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29062],human
D2HGDH,ENSG00000180902,ortholog_one2one,71.4012,D2HGDH,2,protein_coding,D-2-hydroxyglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:28358],human
C3AR1,ENSG00000171860,ortholog_one2one,64.3154,C3AR1,12,protein_coding,complement C3a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1319],human
ATP4B,ENSG00000186009,ortholog_one2one,83.5052,ATP4B,13,protein_coding,ATPase H+/K+ transporting subunit beta [Source:HGNC Symbol;Acc:HGNC:820],human
LRP1B,ENSG00000168702,ortholog_one2one,87.8234,LRP1B,2,protein_coding,LDL receptor related protein 1B [Source:HGNC Symbol;Acc:HGNC:6693],human
FOXJ2,ENSG00000065970,ortholog_one2one,84.3206,FOXJ2,12,protein_coding,forkhead box J2 [Source:HGNC Symbol;Acc:HGNC:24818],human
ATXN10,ENSG00000130638,ortholog_one2one,86.9474,ATXN10,22,protein_coding,ataxin 10 [Source:HGNC Symbol;Acc:HGNC:10549],human
IL20RA,ENSG00000016402,ortholog_one2one,70.5244,IL20RA,6,protein_coding,interleukin 20 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6003],human
KCNJ8,ENSG00000121361,ortholog_one2one,98.8208,KCNJ8,12,protein_coding,potassium inwardly rectifying channel subfamily J member 8 [Source:HGNC Symbol;Acc:HGNC:6269],human
PCGF3,ENSG00000185619,ortholog_one2one,96.281,PCGF3,4,protein_coding,polycomb group ring finger 3 [Source:HGNC Symbol;Acc:HGNC:10066],human
Ldhb,ENSG00000111716,ortholog_one2one,98.503,LDHB,12,protein_coding,lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541],human
JHY,ENSG00000109944,ortholog_one2one,74.2931,JHY,11,protein_coding,junctional cadherin complex regulator [Source:HGNC Symbol;Acc:HGNC:26288],human
SLC35D3,ENSG00000182747,ortholog_one2one,92.5481,SLC35D3,6,protein_coding,solute carrier family 35 member D3 [Source:HGNC Symbol;Acc:HGNC:15621],human
PTF1A,ENSG00000168267,ortholog_one2one,79.2683,PTF1A,10,protein_coding,pancreas associated transcription factor 1a [Source:HGNC Symbol;Acc:HGNC:23734],human
PEX7,ENSG00000112357,ortholog_one2one,84.2105,PEX7,6,protein_coding,peroxisomal biogenesis factor 7 [Source:HGNC Symbol;Acc:HGNC:8860],human
SLC49A3,ENSG00000169026,ortholog_one2one,62.4329,SLC49A3,4,protein_coding,solute carrier family 49 member 3 [Source:HGNC Symbol;Acc:HGNC:26177],human
SERTM2,ENSG00000260802,ortholog_one2one,93.3333,SERTM2,X,protein_coding,serine rich and transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:48576],human
GALNT8,ENSG00000130035,ortholog_one2one,68.4458,GALNT8,12,protein_coding,polypeptide N-acetylgalactosaminyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4130],human
CACNA1I,ENSG00000100346,ortholog_one2one,88.664,CACNA1I,22,protein_coding,calcium voltage-gated channel subunit alpha1 I [Source:HGNC Symbol;Acc:HGNC:1396],human
BSX,ENSG00000188909,ortholog_one2one,96.5665,BSX,11,protein_coding,brain specific homeobox [Source:HGNC Symbol;Acc:HGNC:20450],human
NDUFA9,ENSG00000139180,ortholog_one2one,79.0451,NDUFA9,12,protein_coding,NADH:ubiquinone oxidoreductase subunit A9 [Source:HGNC Symbol;Acc:HGNC:7693],human
DDX25,ENSG00000109832,ortholog_one2one,89.0269,DDX25,11,protein_coding,DEAD-box helicase 25 [Source:HGNC Symbol;Acc:HGNC:18698],human
INTS13,ENSG00000064102,ortholog_one2one,98.7252,INTS13,12,protein_coding,integrator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:20174],human
MYB,ENSG00000118513,ortholog_one2one,91.3272,MYB,6,protein_coding,"MYB proto-oncogene, transcription factor [Source:HGNC Symbol;Acc:HGNC:7545]",human
HYLS1,ENSG00000198331,ortholog_one2one,84.6154,HYLS1,11,protein_coding,HYLS1 centriolar and ciliogenesis associated [Source:HGNC Symbol;Acc:HGNC:26558],human
DSE,ENSG00000111817,ortholog_one2one,94.9896,DSE,6,protein_coding,dermatan sulfate epimerase [Source:HGNC Symbol;Acc:HGNC:21144],human
MRTFA,ENSG00000196588,ortholog_one2one,85.063,MRTFA,22,protein_coding,myocardin related transcription factor A [Source:HGNC Symbol;Acc:HGNC:14334],human
ITPR2,ENSG00000123104,ortholog_one2one,97.0752,ITPR2,12,protein_coding,"inositol 1,4,5-trisphosphate receptor type 2 [Source:HGNC Symbol;Acc:HGNC:6181]",human
CALHM6,ENSG00000188820,ortholog_one2one,80.3175,CALHM6,6,protein_coding,calcium homeostasis modulator family member 6 [Source:HGNC Symbol;Acc:HGNC:33391],human
TCF21,ENSG00000118526,ortholog_one2one,99.4413,TCF21,6,protein_coding,transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11632],human
OR6M1,ENSG00000196099,ortholog_one2one,81.4697,OR6M1,11,protein_coding,olfactory receptor family 6 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:14711],human
OR8D4,ENSG00000181518,ortholog_one2one,85.6688,OR8D4,11,protein_coding,olfactory receptor family 8 subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:14840],human
BLVRA,ENSG00000106605,ortholog_one2one,91.8919,BLVRA,7,protein_coding,biliverdin reductase A [Source:HGNC Symbol;Acc:HGNC:1062],human
MAP3K5,ENSG00000197442,ortholog_one2one,95.6332,MAP3K5,6,protein_coding,mitogen-activated protein kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6857],human
OR10G6,ENSG00000198674,ortholog_one2one,85.241,OR10G6,11,protein_coding,olfactory receptor family 10 subfamily G member 6 [Source:HGNC Symbol;Acc:HGNC:14836],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
P4HTM,ENSG00000178467,ortholog_one2one,88.0478,P4HTM,3,protein_coding,"prolyl 4-hydroxylase, transmembrane [Source:HGNC Symbol;Acc:HGNC:28858]",human
SNORA35B,ENSG00000271907,ortholog_one2one,94.5736,SNORA35B,X,snoRNA,"small nucleolar RNA, H/ACA box 35B [Source:HGNC Symbol;Acc:HGNC:52202]",human
SNORA35,ENSG00000208839,ortholog_one2one,80.4688,SNORA35,X,snoRNA,"small nucleolar RNA, H/ACA box 35 [Source:HGNC Symbol;Acc:HGNC:32625]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
SGSM3,ENSG00000100359,ortholog_one2one,93.725,SGSM3,22,protein_coding,small G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:25228],human
MAP7,ENSG00000135525,ortholog_one2one,78.9052,MAP7,6,protein_coding,microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869],human
CDPF1,ENSG00000205643,ortholog_one2one,73.1707,CDPF1,22,protein_coding,cysteine rich DPF motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33710],human
SSPN,ENSG00000123096,ortholog_one2one,91.358,SSPN,12,protein_coding,sarcospan [Source:HGNC Symbol;Acc:HGNC:11322],human
HECW1,ENSG00000002746,ortholog_one2one,86.5504,HECW1,7,protein_coding,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]",human
C1S,ENSG00000182326,ortholog_one2one,72.9651,C1S,12,protein_coding,complement C1s [Source:HGNC Symbol;Acc:HGNC:1247],human
PPARA,ENSG00000186951,ortholog_one2one,89.9573,PPARA,22,protein_coding,peroxisome proliferator activated receptor alpha [Source:HGNC Symbol;Acc:HGNC:9232],human
BCLAF1,ENSG00000029363,ortholog_one2one,97.8261,BCLAF1,6,protein_coding,BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863],human
SHISA8,ENSG00000234965,ortholog_one2one,81.3602,SHISA8,22,protein_coding,shisa family member 8 [Source:HGNC Symbol;Acc:HGNC:18351],human
