gene_id,gene_name,chromosome,biotype,description,species
ENSHGLG00000015303,,2,protein_coding,,naked_mole_rat
ENSHGLG00000018883,TKFC,22,protein_coding,triokinase and FMN cyclase [Source:HGNC Symbol;Acc:HGNC:24552],naked_mole_rat
ENSHGLG00000043700,,2,protein_coding,,naked_mole_rat
ENSHGLG00000008658,WDR24,23,protein_coding,WD repeat domain 24 [Source:UniProtKB Gene Name;Acc:G5BXV7],naked_mole_rat
ENSHGLG00000003444,,2,protein_coding,,naked_mole_rat
ENSHGLG00000009266,HOXA11,14,protein_coding,homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101],naked_mole_rat
ENSHGLG00000049417,,14,protein_coding,,naked_mole_rat
ENSHGLG00000036012,ADH5,6,protein_coding,"alcohol dehydrogenase 5 (class III), chi polypeptide [Source:UniProtKB Gene Name;Acc:G5AYP9]",naked_mole_rat
ENSHGLG00000008321,JMJD8,23,protein_coding,jumonji domain containing 8 [Source:HGNC Symbol;Acc:HGNC:14148],naked_mole_rat
ENSHGLG00000043820,NUBPL,2,protein_coding,"NUBP iron-sulfur cluster assembly factor, mitochondrial [Source:UniProtKB Gene Name;Acc:G5CAL7]",naked_mole_rat
ENSHGLG00000002212,,14,protein_coding,,naked_mole_rat
ENSHGLG00000014759,,2,protein_coding,,naked_mole_rat
ENSHGLG00000044428,STUB1,23,protein_coding,STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427],naked_mole_rat
ENSHGLG00000003274,ACSL1,6,protein_coding,acyl-CoA synthetase long chain family member 1 [Source:HGNC Symbol;Acc:HGNC:3569],naked_mole_rat
ENSHGLG00000050650,SNX10,14,protein_coding,sorting nexin 10 [Source:UniProtKB Gene Name;Acc:A0A0P6JDK5],naked_mole_rat
ENSHGLG00000038353,,23,protein_coding,,naked_mole_rat
ENSHGLG00000004983,DYRK1A,2,protein_coding,dual specificity tyrosine phosphorylation regulated kinase 1A [Source:HGNC Symbol;Acc:HGNC:3091],naked_mole_rat
ENSHGLG00000017200,NFE2L3,14,protein_coding,NFE2 like bZIP transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:7783],naked_mole_rat
ENSHGLG00000001878,,2,protein_coding,,naked_mole_rat
ENSHGLG00000038434,RHBDL1,23,protein_coding,rhomboid like 1 [Source:HGNC Symbol;Acc:HGNC:10007],naked_mole_rat
ENSHGLG00000008928,LIX1L,19,protein_coding,limb and CNS expressed 1 like [Source:HGNC Symbol;Acc:HGNC:28715],naked_mole_rat
ENSHGLG00000003356,ARHGAP5,2,protein_coding,Rho GTPase activating protein 5 [Source:UniProtKB Gene Name;Acc:G5AZT5],naked_mole_rat
ENSHGLG00000015396,HNRNPA2B1,14,protein_coding,heteroous nuclear ribonucleoprotein A2/B1 [Source:UniProtKB Gene Name;Acc:A0A0P6JCQ8],naked_mole_rat
ENSHGLG00000033593,RBM8A,19,protein_coding,RNA binding motif protein 8A [Source:HGNC Symbol;Acc:HGNC:9905],naked_mole_rat
ENSHGLG00000039305,RHOT2,23,protein_coding,ras homolog family member T2 [Source:HGNC Symbol;Acc:HGNC:21169],naked_mole_rat
ENSHGLG00000003669,,6,protein_coding,,naked_mole_rat
ENSHGLG00000013997,CYB561A3,22,protein_coding,cytochrome b561 family member A3 [Source:HGNC Symbol;Acc:HGNC:23014],naked_mole_rat
ENSHGLG00000019449,SCG3,2,protein_coding,secretogranin III [Source:HGNC Symbol;Acc:HGNC:13707],naked_mole_rat
ENSHGLG00000004099,TRIML2,6,protein_coding,tripartite motif family like 2 [Source:UniProtKB Gene Name;Acc:A0A0P6IWT0],naked_mole_rat
ENSHGLG00000015383,,19,protein_coding,,naked_mole_rat
ENSHGLG00000006140,,6,protein_coding,,naked_mole_rat
ENSHGLG00000018429,KCNJ6,2,protein_coding,potassium inwardly rectifying channel subfamily J member 6 [Source:HGNC Symbol;Acc:HGNC:6267],naked_mole_rat
ENSHGLG00000006230,,19,protein_coding,,naked_mole_rat
ENSHGLG00000034372,,22,protein_coding,,naked_mole_rat
ENSHGLG00000014772,CBX3,14,protein_coding,chromobox 3 [Source:UniProtKB Gene Name;Acc:A0A0P6JHX7],naked_mole_rat
ENSHGLG00000005185,PEX11B,19,protein_coding,peroxisomal biogenesis factor 11 beta [Source:HGNC Symbol;Acc:HGNC:8853],naked_mole_rat
ENSHGLG00000001333,,2,protein_coding,,naked_mole_rat
ENSHGLG00000038344,,23,protein_coding,,naked_mole_rat
ENSHGLG00000035929,INMT,14,protein_coding,indolethylamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:6069],naked_mole_rat
ENSHGLG00000039811,,6,protein_coding,,naked_mole_rat
ENSHGLG00000006641,,23,protein_coding,,naked_mole_rat
ENSHGLG00000041936,,22,protein_coding,,naked_mole_rat
ENSHGLG00000010384,ITGA10,19,protein_coding,integrin subunit alpha 10 [Source:HGNC Symbol;Acc:HGNC:6135],naked_mole_rat
ENSHGLG00000004247,MINDY4,14,protein_coding,MINDY lysine 48 deubiquitinase 4 [Source:HGNC Symbol;Acc:HGNC:21916],naked_mole_rat
ENSHGLG00000014907,PDLIM3,6,protein_coding,PDZ and LIM domain 3 [Source:UniProtKB Gene Name;Acc:G5B2W2],naked_mole_rat
ENSHGLG00000006283,METTL26,23,protein_coding,methyltransferase like 26 [Source:HGNC Symbol;Acc:HGNC:14141],naked_mole_rat
ENSHGLG00000008812,ANKRD35,19,protein_coding,ankyrin repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:26323],naked_mole_rat
ENSHGLG00000044887,,2,protein_coding,,naked_mole_rat
ENSHGLG00000036198,,2,protein_coding,,naked_mole_rat
ENSHGLG00000005009,PIAS3,19,protein_coding,protein inhibitor of activated STAT 3 [Source:HGNC Symbol;Acc:HGNC:16861],naked_mole_rat
ENSHGLG00000044048,,2,protein_coding,,naked_mole_rat
ENSHGLG00000048569,,2,protein_coding,,naked_mole_rat
ENSHGLG00000032823,WFIKKN1,23,protein_coding,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30912]",naked_mole_rat
ENSHGLG00000014402,,2,protein_coding,,naked_mole_rat
ENSHGLG00000020958,,23,protein_coding,,naked_mole_rat
ENSHGLG00000037742,,6,protein_coding,,naked_mole_rat
ENSHGLG00000041009,,23,protein_coding,,naked_mole_rat
ENSHGLG00000048344,,23,protein_coding,,naked_mole_rat
ENSHGLG00000020798,CLDN9,23,protein_coding,claudin 9 [Source:UniProtKB Gene Name;Acc:G5B1J5],naked_mole_rat
ENSHGLG00000005139,TTC3,2,protein_coding,tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393],naked_mole_rat
ENSHGLG00000035576,,23,protein_coding,,naked_mole_rat
ENSHGLG00000018596,TMOD2,2,protein_coding,tropomodulin 2 [Source:HGNC Symbol;Acc:HGNC:11872],naked_mole_rat
ENSHGLG00000018081,SORBS2,6,protein_coding,sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098],naked_mole_rat
ENSHGLG00000003773,,14,pseudogene,,naked_mole_rat
ENSHGLG00000034982,NUDT17,19,protein_coding,nudix hydrolase 17 [Source:HGNC Symbol;Acc:HGNC:26618],naked_mole_rat
ENSHGLG00000041252,FAHD1,23,protein_coding,fumarylacetoacetate hydrolase domain containing 1 [Source:UniProtKB Gene Name;Acc:G5BY62],naked_mole_rat
ENSHGLG00000003580,,22,protein_coding,,naked_mole_rat
ENSHGLG00000014978,POLR3C,19,protein_coding,RNA polymerase III subunit C [Source:UniProtKB Gene Name;Acc:G5BBM2],naked_mole_rat
ENSHGLG00000035369,,23,protein_coding,,naked_mole_rat
ENSHGLG00000013617,SFTPC,6,protein_coding,surfactant protein C [Source:HGNC Symbol;Acc:HGNC:10802],naked_mole_rat
ENSHGLG00000039960,HOXA13,14,protein_coding,homeobox A13 [Source:HGNC Symbol;Acc:HGNC:5102],naked_mole_rat
ENSHGLG00000034352,,23,protein_coding,,naked_mole_rat
ENSHGLG00000005868,EVX1,14,protein_coding,even-skipped homeobox 1 [Source:HGNC Symbol;Acc:HGNC:3506],naked_mole_rat
ENSHGLG00000049637,,23,protein_coding,,naked_mole_rat
ENSHGLG00000006364,,22,protein_coding,,naked_mole_rat
ENSHGLG00000040825,,23,protein_coding,,naked_mole_rat
ENSHGLG00000015180,,6,protein_coding,,naked_mole_rat
ENSHGLG00000009553,,19,protein_coding,,naked_mole_rat
ENSHGLG00000034329,,23,protein_coding,,naked_mole_rat
ENSHGLG00000046656,CLDN5,23,protein_coding,claudin 5 [Source:HGNC Symbol;Acc:HGNC:2047],naked_mole_rat
ENSHGLG00000042213,,14,protein_coding,,naked_mole_rat
ENSHGLG00000047074,,22,protein_coding,,naked_mole_rat
ENSHGLG00000034539,,23,protein_coding,,naked_mole_rat
ENSHGLG00000040154,,2,protein_coding,,naked_mole_rat
ENSHGLG00000039371,TMEM229A,14,protein_coding,transmembrane protein 229A [Source:HGNC Symbol;Acc:HGNC:37279],naked_mole_rat
ENSHGLG00000015823,,6,protein_coding,integrator complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:25548],naked_mole_rat
ENSHGLG00000035150,,23,protein_coding,,naked_mole_rat
ENSHGLG00000032561,,14,protein_coding,,naked_mole_rat
ENSHGLG00000049549,,19,protein_coding,,naked_mole_rat
ENSHGLG00000017470,,2,protein_coding,,naked_mole_rat
ENSHGLG00000020923,OR1F1,23,protein_coding,olfactory receptor family 1 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:8194],naked_mole_rat
ENSHGLG00000037451,TRIL,14,protein_coding,TLR4 interactor with leucine rich repeats [Source:HGNC Symbol;Acc:HGNC:22200],naked_mole_rat
ENSHGLG00000034762,,2,protein_coding,,naked_mole_rat
ENSHGLG00000008167,GPR89B,19,protein_coding,G protein-coupled receptor 89B [Source:UniProtKB Gene Name;Acc:A0A0P6J8G3],naked_mole_rat
ENSHGLG00000047390,,14,protein_coding,,naked_mole_rat
ENSHGLG00000020568,,23,protein_coding,olfactory receptor family 1 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:8194],naked_mole_rat
ENSHGLG00000015427,IL10RB,2,protein_coding,interleukin 10 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:5965],naked_mole_rat
ENSHGLG00000046170,,14,processed_pseudogene,,naked_mole_rat
ENSHGLG00000020935,OR2C1,23,protein_coding,olfactory receptor family 2 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:8242],naked_mole_rat
ENSHGLG00000016880,TMOD3,2,protein_coding,tropomodulin 3 [Source:UniProtKB Gene Name;Acc:A0A0P6K1T5],naked_mole_rat
ENSHGLG00000033942,,14,lncRNA,,naked_mole_rat
ENSHGLG00000042398,,23,protein_coding,,naked_mole_rat
ENSHGLG00000041725,,19,protein_coding,,naked_mole_rat
ENSHGLG00000048541,,14,lncRNA,,naked_mole_rat
ENSHGLG00000043118,,14,lncRNA,,naked_mole_rat
ENSHGLG00000039103,,23,protein_coding,,naked_mole_rat
ENSHGLG00000038760,,14,lncRNA,,naked_mole_rat
ENSHGLG00000006045,,19,protein_coding,,naked_mole_rat
ENSHGLG00000042062,,14,lncRNA,,naked_mole_rat
ENSHGLG00000047672,,23,protein_coding,,naked_mole_rat
ENSHGLG00000008945,SIM2,2,protein_coding,SIM bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10883],naked_mole_rat
ENSHGLG00000036222,,14,lncRNA,,naked_mole_rat
ENSHGLG00000004052,,23,processed_pseudogene,,naked_mole_rat
ENSHGLG00000042891,,14,lncRNA,,naked_mole_rat
ENSHGLG00000039474,,14,lncRNA,,naked_mole_rat
ENSHGLG00000017678,LEO1,2,protein_coding,"LEO1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:30401]",naked_mole_rat
ENSHGLG00000044927,,23,lncRNA,,naked_mole_rat
ENSHGLG00000033164,,14,lncRNA,,naked_mole_rat
ENSHGLG00000004202,,22,protein_coding,,naked_mole_rat
ENSHGLG00000045688,,23,lncRNA,,naked_mole_rat
ENSHGLG00000027012,,14,lncRNA,,naked_mole_rat
ENSHGLG00000004841,SNX27,19,protein_coding,sorting nexin 27 [Source:HGNC Symbol;Acc:HGNC:20073],naked_mole_rat
ENSHGLG00000041753,,14,lncRNA,,naked_mole_rat
ENSHGLG00000037145,,23,lncRNA,,naked_mole_rat
ENSHGLG00000044696,,14,lncRNA,,naked_mole_rat
ENSHGLG00000044113,,23,lncRNA,,naked_mole_rat
ENSHGLG00000008266,HLCS,2,protein_coding,holocarboxylase synthetase [Source:HGNC Symbol;Acc:HGNC:4976],naked_mole_rat
ENSHGLG00000039778,,23,lncRNA,,naked_mole_rat
ENSHGLG00000046214,,23,lncRNA,,naked_mole_rat
ENSHGLG00000032059,,14,lncRNA,,naked_mole_rat
ENSHGLG00000038495,,23,lncRNA,,naked_mole_rat
ENSHGLG00000032902,,14,lncRNA,,naked_mole_rat
ENSHGLG00000045239,,14,lncRNA,,naked_mole_rat
ENSHGLG00000038926,,23,lncRNA,,naked_mole_rat
ENSHGLG00000034624,,14,lncRNA,,naked_mole_rat
ENSHGLG00000040281,,23,lncRNA,,naked_mole_rat
ENSHGLG00000046106,,23,lncRNA,,naked_mole_rat
ENSHGLG00000034974,,22,protein_coding,,naked_mole_rat
ENSHGLG00000050340,,23,lncRNA,,naked_mole_rat
ENSHGLG00000041643,,22,pseudogene,,naked_mole_rat
ENSHGLG00000016614,IFNGR2,2,protein_coding,interferon gamma receptor 2 [Source:HGNC Symbol;Acc:HGNC:5440],naked_mole_rat
ENSHGLG00000040582,,14,lncRNA,,naked_mole_rat
ENSHGLG00000046120,NOVA1,2,protein_coding,NOVA alternative splicing regulator 1 [Source:UniProtKB Gene Name;Acc:A0A0P6JI63],naked_mole_rat
ENSHGLG00000041662,,23,lncRNA,,naked_mole_rat
ENSHGLG00000050321,TMEM50B,2,protein_coding,transmembrane protein 50B [Source:UniProtKB Gene Name;Acc:G5BE88],naked_mole_rat
ENSHGLG00000014891,TUFT1,19,protein_coding,tuftelin 1 [Source:HGNC Symbol;Acc:HGNC:12422],naked_mole_rat
ENSHGLG00000042610,,23,lncRNA,,naked_mole_rat
ENSHGLG00000033907,,23,lncRNA,,naked_mole_rat
ENSHGLG00000041454,,23,lncRNA,,naked_mole_rat
ENSHGLG00000035826,,23,lncRNA,,naked_mole_rat
ENSHGLG00000048141,,23,lncRNA,,naked_mole_rat
ENSHGLG00000029498,,14,lncRNA,,naked_mole_rat
ENSHGLG00000041714,,23,lncRNA,,naked_mole_rat
ENSHGLG00000042643,RHEB,22,protein_coding,"Ras homolog, mTORC1 binding [Source:HGNC Symbol;Acc:HGNC:10011]",naked_mole_rat
ENSHGLG00000039646,,6,pseudogene,,naked_mole_rat
ENSHGLG00000050180,,23,lncRNA,,naked_mole_rat
ENSHGLG00000045170,,23,lncRNA,,naked_mole_rat
ENSHGLG00000046642,,14,lncRNA,,naked_mole_rat
ENSHGLG00000041537,,23,lncRNA,,naked_mole_rat
ENSHGLG00000040038,,14,lncRNA,,naked_mole_rat
ENSHGLG00000037127,,23,lncRNA,,naked_mole_rat
ENSHGLG00000049974,,23,lncRNA,,naked_mole_rat
ENSHGLG00000044119,,14,lncRNA,,naked_mole_rat
ENSHGLG00000047326,,23,lncRNA,,naked_mole_rat
ENSHGLG00000017627,,23,lncRNA,,naked_mole_rat
ENSHGLG00000034837,,6,pseudogene,,naked_mole_rat
ENSHGLG00000038611,,22,protein_coding,,naked_mole_rat
ENSHGLG00000050751,,14,lncRNA,,naked_mole_rat
ENSHGLG00000050416,,23,lncRNA,,naked_mole_rat
ENSHGLG00000002441,,2,pseudogene,,naked_mole_rat
ENSHGLG00000032488,,23,lncRNA,,naked_mole_rat
ENSHGLG00000029198,,14,lncRNA,,naked_mole_rat
ENSHGLG00000047291,,23,lncRNA,,naked_mole_rat
ENSHGLG00000037824,,23,lncRNA,,naked_mole_rat
ENSHGLG00000041623,,23,lncRNA,,naked_mole_rat
ENSHGLG00000032218,,2,protein_coding,,naked_mole_rat
ENSHGLG00000045927,,23,lncRNA,,naked_mole_rat
ENSHGLG00000046304,,14,lncRNA,,naked_mole_rat
ENSHGLG00000040605,,23,lncRNA,,naked_mole_rat
ENSHGLG00000033757,,23,lncRNA,,naked_mole_rat
ENSHGLG00000010310,ECM1,19,protein_coding,extracellular matrix protein 1 [Source:UniProtKB Gene Name;Acc:A0A0P6IYN7],naked_mole_rat
ENSHGLG00000004538,,2,protein_coding,,naked_mole_rat
ENSHGLG00000014898,TMA16,6,protein_coding,translation machinery associated 16 homolog [Source:UniProtKB Gene Name;Acc:A0A0P6J6H9],naked_mole_rat
ENSHGLG00000043288,,23,lncRNA,,naked_mole_rat
ENSHGLG00000039264,,14,lncRNA,,naked_mole_rat
ENSHGLG00000037594,DNAJC28,2,protein_coding,DnaJ heat shock protein family (Hsp40) member C28 [Source:HGNC Symbol;Acc:HGNC:1297],naked_mole_rat
ENSHGLG00000050434,,23,lncRNA,,naked_mole_rat
ENSHGLG00000036541,,2,protein_coding,,naked_mole_rat
ENSHGLG00000044669,,23,lncRNA,,naked_mole_rat
ENSHGLG00000045667,,23,lncRNA,,naked_mole_rat
ENSHGLG00000003942,GALNTL5,22,protein_coding,polypeptide N-acetylgalactosaminyltransferase like 5 [Source:HGNC Symbol;Acc:HGNC:21725],naked_mole_rat
ENSHGLG00000045310,,2,protein_coding,,naked_mole_rat
ENSHGLG00000006812,GART,2,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]",naked_mole_rat
ENSHGLG00000036141,,14,lncRNA,,naked_mole_rat
ENSHGLG00000049596,,6,protein_coding,,naked_mole_rat
ENSHGLG00000046299,,6,protein_coding,,naked_mole_rat
ENSHGLG00000043059,,2,protein_coding,,naked_mole_rat
ENSHGLG00000009219,TARS2,19,protein_coding,"threonyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30740]",naked_mole_rat
ENSHGLG00000041665,,23,lncRNA,,naked_mole_rat
ENSHGLG00000038498,U2,14,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000042512,PEBP4,6,protein_coding,phosphatidylethanolamine binding protein 4 [Source:HGNC Symbol;Acc:HGNC:28319],naked_mole_rat
ENSHGLG00000048451,U2,14,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000039631,,23,lncRNA,,naked_mole_rat
ENSHGLG00000008140,,6,protein_coding,,naked_mole_rat
ENSHGLG00000002296,GMPR,2,protein_coding,guanosine monophosphate reductase [Source:UniProtKB Gene Name;Acc:G5B285],naked_mole_rat
ENSHGLG00000024860,U4,14,snRNA,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],naked_mole_rat
ENSHGLG00000010004,GALNT11,22,protein_coding,polypeptide N-acetylgalactosaminyltransferase 11 [Source:UniProtKB Gene Name;Acc:A0A0N8ESK9],naked_mole_rat
ENSHGLG00000037152,U2,14,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000024063,U4,14,snRNA,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],naked_mole_rat
ENSHGLG00000046251,,23,lncRNA,,naked_mole_rat
ENSHGLG00000046571,U6,14,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000014899,,6,protein_coding,,naked_mole_rat
ENSHGLG00000043506,,23,lncRNA,,naked_mole_rat
ENSHGLG00000005432,,6,protein_coding,eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287],naked_mole_rat
ENSHGLG00000023529,U6,14,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000038524,,23,lncRNA,,naked_mole_rat
ENSHGLG00000015330,,6,protein_coding,,naked_mole_rat
ENSHGLG00000043958,,2,protein_coding,,naked_mole_rat
ENSHGLG00000042493,U2,14,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000022398,,14,snoRNA,,naked_mole_rat
ENSHGLG00000039833,NPY1R,6,protein_coding,neuropeptide Y receptor Y1 [Source:UniProtKB Gene Name;Acc:A0A0P6JFU7],naked_mole_rat
ENSHGLG00000050737,,23,lncRNA,,naked_mole_rat
ENSHGLG00000049649,,14,snoRNA,,naked_mole_rat
ENSHGLG00000017980,DONSON,2,protein_coding,DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993],naked_mole_rat
ENSHGLG00000018334,,22,protein_coding,,naked_mole_rat
ENSHGLG00000013969,RPRD2,19,protein_coding,regulation of nuclear pre-mRNA domain containing 2 [Source:UniProtKB Gene Name;Acc:A0A0P6K7U4],naked_mole_rat
ENSHGLG00000001019,,2,protein_coding,,naked_mole_rat
ENSHGLG00000037799,,14,snoRNA,,naked_mole_rat
ENSHGLG00000017420,NPY5R,6,protein_coding,neuropeptide Y receptor Y5 [Source:UniProtKB Gene Name;Acc:A0A0P6IXW7],naked_mole_rat
ENSHGLG00000047877,,14,snoRNA,,naked_mole_rat
ENSHGLG00000037453,U6,23,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000046094,DTD2,2,protein_coding,D-aminoacyl-tRNA deacylase 2 [Source:UniProtKB Gene Name;Acc:G5CAL8],naked_mole_rat
ENSHGLG00000023035,U7,23,snRNA,U7 small nuclear RNA [Source:RFAM;Acc:RF00066],naked_mole_rat
ENSHGLG00000033049,,6,pseudogene,,naked_mole_rat
ENSHGLG00000050138,U6,23,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000006389,,6,protein_coding,,naked_mole_rat
ENSHGLG00000038655,,2,protein_coding,,naked_mole_rat
ENSHGLG00000036144,U4,23,snRNA,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],naked_mole_rat
ENSHGLG00000016569,PRPF3,19,protein_coding,pre-mRNA processing factor 3 [Source:UniProtKB Gene Name;Acc:G5BH37],naked_mole_rat
ENSHGLG00000041470,U6,23,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000047789,5S_rRNA,23,rRNA,5S ribosomal RNA [Source:RFAM;Acc:RF00001],naked_mole_rat
ENSHGLG00000049449,U2,23,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000045972,,23,snoRNA,,naked_mole_rat
ENSHGLG00000023659,,23,snoRNA,,naked_mole_rat
ENSHGLG00000023049,SNORD60,23,snoRNA,"small nucleolar RNA, C/D box 60 [Source:HGNC Symbol;Acc:HGNC:10217]",naked_mole_rat
ENSHGLG00000024069,U4,23,snRNA,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],naked_mole_rat
ENSHGLG00000022093,U1,23,snRNA,U1 spliceosomal RNA [Source:RFAM;Acc:RF00003],naked_mole_rat
ENSHGLG00000045311,U6,23,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000002799,HEATR5A,2,protein_coding,HEAT repeat containing 5A [Source:HGNC Symbol;Acc:HGNC:20276],naked_mole_rat
ENSHGLG00000007946,DMTN,6,protein_coding,dematin actin binding protein [Source:HGNC Symbol;Acc:HGNC:3382],naked_mole_rat
ENSHGLG00000040183,U6,23,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000023313,U6,23,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000032126,U6,23,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000024338,,23,snoRNA,,naked_mole_rat
ENSHGLG00000022336,,23,snoRNA,,naked_mole_rat
ENSHGLG00000016350,MRPS21,19,protein_coding,mitochondrial ribosomal protein S21 [Source:UniProtKB Gene Name;Acc:G5BH36],naked_mole_rat
ENSHGLG00000022648,,23,snoRNA,,naked_mole_rat
ENSHGLG00000040832,SNORA64,23,snoRNA,"small nucleolar RNA, H/ACA box 64 [Source:HGNC Symbol;Acc:HGNC:10221]",naked_mole_rat
ENSHGLG00000036262,,22,protein_coding,,naked_mole_rat
ENSHGLG00000025015,Metazoa_SRP,23,misc_RNA,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017],naked_mole_rat
ENSHGLG00000016271,CIART,19,protein_coding,circadian associated repressor of transcription [Source:HGNC Symbol;Acc:HGNC:25200],naked_mole_rat
ENSHGLG00000032315,U2,23,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000037569,U2,23,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000041419,U2,23,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000005252,PIGQ,23,protein_coding,phosphatidylinositol glycan anchor biosynthesis class Q [Source:UniProtKB Gene Name;Acc:G5BXW7],naked_mole_rat
ENSHGLG00000048948,,22,protein_coding,,naked_mole_rat
ENSHGLG00000039242,,22,protein_coding,,naked_mole_rat
ENSHGLG00000045708,,19,protein_coding,,naked_mole_rat
ENSHGLG00000038178,,2,protein_coding,,naked_mole_rat
ENSHGLG00000003748,,6,protein_coding,,naked_mole_rat
ENSHGLG00000007312,FGF17,6,protein_coding,fibroblast growth factor 17 [Source:HGNC Symbol;Acc:HGNC:3673],naked_mole_rat
ENSHGLG00000016156,C1orf54,19,protein_coding,chromosome 1 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26258],naked_mole_rat
ENSHGLG00000039553,,22,pseudogene,,naked_mole_rat
